Date/Time,Electricity:Facility [J](TimeStep),ElectricityNet:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 04/10  18:20:00,1415410.7680932084,1415410.7680932079,0.0 
 04/10  18:30:00,1419864.1697871199,1419864.1697871199,0.0 
 04/10  18:40:00,1424159.956160618,1424159.956160618,0.0 
 04/10  18:50:00,1428255.136621451,1428255.136621451,0.0 
 04/10  19:00:00,2003940.2986956987,2003940.2986956984,0.0 
 04/10  19:10:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  19:20:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  19:30:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  19:40:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  19:50:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:00:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:10:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:20:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:30:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:40:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  20:50:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  21:00:00,1837193.2765829366,1837193.2765829364,0.0 
 04/10  21:10:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  21:20:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  21:30:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  21:40:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  21:50:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  22:00:00,1687120.9566710713,1687120.9566710713,0.0 
 04/10  22:10:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  22:20:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  22:30:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  22:40:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  22:50:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  23:00:00,1631586.1309636068,1631586.1309636068,0.0 
 04/10  23:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/10  23:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/10  23:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/10  23:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/10  23:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/10  24:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  00:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  00:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  00:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  00:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  00:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  01:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  02:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  03:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  04:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  04:10:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  04:20:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  04:30:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  04:40:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  04:50:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  05:00:00,2064190.2898090175,2064190.2898090173,0.0 
 04/11  05:10:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  05:20:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  05:30:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  05:40:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  05:50:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  06:00:00,3395104.6613002389,3395104.661300238,0.0 
 04/11  06:10:00,3137069.844656462,3137069.844656462,0.0 
 04/11  06:20:00,3134149.808853087,3134149.808853086,0.0 
 04/11  06:30:00,3130467.1478630176,3130467.147863017,0.0 
 04/11  06:40:00,3126245.7765630267,3126245.7765630267,0.0 
 04/11  06:50:00,3121839.2042570498,3121839.2042570498,0.0 
 04/11  07:00:00,3117223.092429133,3117223.0924291328,0.0 
 04/11  07:10:00,4868493.285425843,4868493.285425842,0.0 
 04/11  07:20:00,4859067.16018675,4859067.160186749,0.0 
 04/11  07:30:00,4849519.970041261,4849519.97004126,0.0 
 04/11  07:40:00,4802847.247019505,4802847.247019504,0.0 
 04/11  07:50:00,4781707.045161462,4781707.045161462,0.0 
 04/11  08:00:00,4767424.411731549,4767424.411731549,0.0 
 04/11  08:10:00,4761345.510636735,4761345.510636735,0.0 
 04/11  08:20:00,4757968.09463532,4757968.09463532,0.0 
 04/11  08:30:00,4754680.355658569,4754680.355658569,0.0 
 04/11  08:40:00,4752095.438211653,4752095.438211652,0.0 
 04/11  08:50:00,4749742.886135464,4749742.886135463,0.0 
 04/11  09:00:00,4749175.046398684,4749175.046398683,0.0 
 04/11  09:10:00,4748916.000125651,4748916.000125651,0.0 
 04/11  09:20:00,4748659.273556336,4748659.273556335,0.0 
 04/11  09:30:00,4748076.166158773,4748076.166158773,0.0 
 04/11  09:40:00,4748452.216481715,4748452.216481715,0.0 
 04/11  09:50:00,4748731.795518289,4748731.795518288,0.0 
 04/11  10:00:00,4749226.483821284,4749226.483821283,0.0 
 04/11  10:10:00,4749785.153932023,4749785.153932022,0.0 
 04/11  10:20:00,4750300.126379846,4750300.126379847,0.0 
 04/11  10:30:00,4750390.569402405,4750390.569402405,0.0 
 04/11  10:40:00,4750019.457466916,4750019.457466917,0.0 
 04/11  10:50:00,4749567.0890975,4749567.0890975,0.0 
 04/11  11:00:00,4749177.865257128,4749177.865257128,0.0 
 04/11  11:10:00,4483928.821013408,4483928.821013408,0.0 
 04/11  11:20:00,4483640.642472637,4483640.642472637,0.0 
 04/11  11:30:00,4483381.35075923,4483381.350759231,0.0 
 04/11  11:40:00,4483490.45255511,4483490.452555109,0.0 
 04/11  11:50:00,4483621.249569995,4483621.249569994,0.0 
 04/11  12:00:00,4483773.425392785,4483773.425392785,0.0 
 04/11  12:10:00,4748124.554660515,4748124.554660514,0.0 
 04/11  12:20:00,4748454.225652968,4748454.225652967,0.0 
 04/11  12:30:00,4748566.1541798389,4748566.154179838,0.0 
 04/11  12:40:00,4748538.4233921919,4748538.423392192,0.0 
 04/11  12:50:00,4748288.552576345,4748288.552576345,0.0 
 04/11  13:00:00,4748265.735739726,4748265.735739726,0.0 
 04/11  13:10:00,4748182.871215322,4748182.871215321,0.0 
 04/11  13:20:00,4748125.569007368,4748125.569007368,0.0 
 04/11  13:30:00,4748094.225075768,4748094.225075768,0.0 
 04/11  13:40:00,4748069.205860287,4748069.205860287,0.0 
 04/11  13:50:00,4748095.131717204,4748095.131717204,0.0 
 04/11  14:00:00,4748314.746088919,4748314.746088919,0.0 
 04/11  14:10:00,4748449.328546191,4748449.328546191,0.0 
 04/11  14:20:00,4748613.149680199,4748613.149680198,0.0 
 04/11  14:30:00,4748806.696155084,4748806.696155084,0.0 
 04/11  14:40:00,4748897.780416273,4748897.7804162739,0.0 
 04/11  14:50:00,4748983.106140959,4748983.106140959,0.0 
 04/11  15:00:00,4749061.099684903,4749061.0996849029,0.0 
 04/11  15:10:00,4749030.348644792,4749030.348644792,0.0 
 04/11  15:20:00,4748974.668504852,4748974.668504851,0.0 
 04/11  15:30:00,4749526.661932226,4749526.661932225,0.0 
 04/11  15:40:00,4751749.118952525,4751749.118952524,0.0 
 04/11  15:50:00,4753998.738976582,4753998.738976582,0.0 
 04/11  16:00:00,4756275.409382652,4756275.409382652,0.0 
 04/11  16:10:00,3338196.599388953,3338196.599388953,0.0 
 04/11  16:20:00,3339574.5677914789,3339574.5677914789,0.0 
 04/11  16:30:00,3341007.931357183,3341007.931357183,0.0 
 04/11  16:40:00,3342093.636337303,3342093.6363373028,0.0 
 04/11  16:50:00,3343527.2221024918,3343527.2221024918,0.0 
 04/11  17:00:00,3346155.2690056057,3346155.2690056057,0.0 
 04/11  17:10:00,2470038.157996463,2470038.1579964628,0.0 
 04/11  17:20:00,2471991.5698662067,2471991.569866206,0.0 
 04/11  17:30:00,2475470.8075710076,2475470.807571007,0.0 
 04/11  17:40:00,2486124.0150942096,2486124.015094209,0.0 
 04/11  17:50:00,2491438.002671304,2491438.0026713039,0.0 
 04/11  18:00:00,2496827.6665395547,2496827.6665395547,0.0 
 04/11  18:10:00,1396949.513301187,1396949.513301187,0.0 
 04/11  18:20:00,1406125.3576209697,1406125.3576209697,0.0 
 04/11  18:30:00,1416092.5631433279,1416092.5631433277,0.0 
 04/11  18:40:00,1421053.2279724775,1421053.2279724775,0.0 
 04/11  18:50:00,1425775.3362398036,1425775.3362398036,0.0 
 04/11  19:00:00,2003940.2986956987,2003940.2986956984,0.0 
 04/11  19:10:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  19:20:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  19:30:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  19:40:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  19:50:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:00:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:10:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:20:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:30:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:40:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  20:50:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  21:00:00,1837193.2765829366,1837193.2765829364,0.0 
 04/11  21:10:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  21:20:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  21:30:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  21:40:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  21:50:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  22:00:00,1687120.9566710713,1687120.9566710713,0.0 
 04/11  22:10:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  22:20:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  22:30:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  22:40:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  22:50:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  23:00:00,1631586.1309636068,1631586.1309636068,0.0 
 04/11  23:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  23:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  23:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  23:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  23:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/11  24:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  00:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  00:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  00:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  00:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  00:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  01:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  02:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:10:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:20:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:30:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:40:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  03:50:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  04:00:00,1956847.2358090175,1956847.2358090175,0.0 
 04/12  04:10:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  04:20:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  04:30:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  04:40:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  04:50:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  05:00:00,2064190.2898090175,2064190.2898090173,0.0 
 04/12  05:10:00,3395104.6613002389,3395104.661300238,0.0 
 04/12  05:20:00,3395104.6613002389,3395104.661300238,0.0 
 04/12  05:30:00,3395104.6613002389,3395104.661300238,0.0 
 04/12  05:40:00,3395104.6613002389,3395104.661300238,0.0 
 04/12  05:50:00,3395104.6613002389,3395104.661300238,0.0 
 04/12  06:00:00,2829047.6299905779,2829047.6299905769,0.0 
 04/12  06:10:00,3140153.1852066006,3140153.1852065997,0.0 
 04/12  06:20:00,3137775.8090736775,3137775.8090736765,0.0 
 04/12  06:30:00,3135335.098427858,3135335.0984278579,0.0 
 04/12  06:40:00,3132089.613889662,3132089.6138896618,0.0 
 04/12  06:50:00,3128785.794075647,3128785.794075647,0.0 
 04/12  07:00:00,3125422.1216890655,3125422.121689065,0.0 
 04/12  07:10:00,4888300.602898055,4888300.602898055,0.0 
 04/12  07:20:00,4881169.240981258,4881169.240981258,0.0 
 04/12  07:30:00,4873964.43948371,4873964.43948371,0.0 
 04/12  07:40:00,4863096.318660617,4863096.318660618,0.0 
 04/12  07:50:00,4852096.122259515,4852096.122259515,0.0 
 04/12  08:00:00,4840964.458627025,4840964.458627025,0.0 
 04/12  08:10:00,4830235.298067055,4830235.298067054,0.0 
 04/12  08:20:00,4819493.164575685,4819493.164575684,0.0 
 04/12  08:30:00,4808741.351716878,4808741.351716878,0.0 
 04/12  08:40:00,4797766.638364005,4797766.638364005,0.0 
 04/12  08:50:00,4787229.384459534,4787229.384459534,0.0 
 04/12  09:00:00,4779500.37512948,4779500.37512948,0.0 
 04/12  09:10:00,4775242.63447917,4775242.63447917,0.0 
 04/12  09:20:00,4771093.69309077,4771093.693090771,0.0 
 04/12  09:30:00,4767058.9698543199,4767058.969854319,0.0 
 04/12  09:40:00,4764087.110040225,4764087.110040226,0.0 
 04/12  09:50:00,4761197.9004601319,4761197.9004601319,0.0 
 04/12  10:00:00,4758396.803402345,4758396.803402345,0.0 
 04/12  10:10:00,4755277.756598978,4755277.756598978,0.0 
 04/12  10:20:00,4752219.168017035,4752219.168017035,0.0 
 04/12  10:30:00,4751230.161590614,4751230.161590614,0.0 
 04/12  10:40:00,4751130.841855526,4751130.841855527,0.0 
 04/12  10:50:00,4751035.001066852,4751035.001066851,0.0 
 04/12  11:00:00,4750943.08922795,4750943.089227949,0.0 
 04/12  11:10:00,4486244.062486015,4486244.062486015,0.0 
 04/12  11:20:00,4486119.804957621,4486119.804957622,0.0 
 04/12  11:30:00,4486000.763438614,4486000.763438615,0.0 
 04/12  11:40:00,4485995.313746319,4485995.313746319,0.0 
 04/12  11:50:00,4485991.877579256,4485991.877579256,0.0 
 04/12  12:00:00,4485990.845487922,4485990.845487922,0.0 
 04/12  12:10:00,4750435.578299043,4750435.578299043,0.0 
 04/12  12:20:00,4750363.235354403,4750363.235354403,0.0 
 04/12  12:30:00,4750296.11048462,4750296.11048462,0.0 
 04/12  12:40:00,4750365.38415321,4750365.38415321,0.0 
 04/12  12:50:00,4750440.014264654,4750440.014264654,0.0 
 04/12  13:00:00,4750519.870167977,4750519.870167977,0.0 
 04/12  13:10:00,4750523.776466918,4750523.776466919,0.0 
 04/12  13:20:00,4750530.262847352,4750530.262847352,0.0 
 04/12  13:30:00,4750538.876303995,4750538.876303995,0.0 
 04/12  13:40:00,4750676.271521695,4750676.271521696,0.0 
 04/12  13:50:00,4750819.702536936,4750819.702536936,0.0 
 04/12  14:00:00,4750968.670213366,4750968.670213366,0.0 
 04/12  14:10:00,4751063.947704828,4751063.947704828,0.0 
 04/12  14:20:00,4751163.5517672919,4751163.5517672919,0.0 
 04/12  14:30:00,4751267.025925545,4751267.025925545,0.0 
 04/12  14:40:00,4752154.744425091,4752154.744425091,0.0 
 04/12  14:50:00,4753985.779098474,4753985.779098474,0.0 
 04/12  15:00:00,4756997.709818831,4756997.709818831,0.0 
 04/12  15:10:00,4759795.816369068,4759795.816369068,0.0 
 04/12  15:20:00,4762686.35368583,4762686.353685829,0.0 
 04/12  15:30:00,4765663.819552345,4765663.819552346,0.0 
 04/12  15:40:00,4769859.359748263,4769859.359748264,0.0 
 04/12  15:50:00,4774182.617667648,4774182.617667646,0.0 
 04/12  16:00:00,4778628.043887085,4778628.043887084,0.0 
 04/12  16:10:00,3357790.321082697,3357790.3210826965,0.0 
 04/12  16:20:00,3365592.4602774016,3365592.460277401,0.0 
 04/12  16:30:00,3373381.300176368,3373381.3001763678,0.0 
 04/12  16:40:00,3380548.1517959597,3380548.1517959597,0.0 
 04/12  16:50:00,3387699.4198905818,3387699.419890582,0.0 
 04/12  17:00:00,3394833.546222914,3394833.546222913,0.0 
 04/12  17:10:00,2506974.148268486,2506974.1482684856,0.0 
 04/12  17:20:00,2512013.2354234496,2512013.2354234487,0.0 
 04/12  17:30:00,2516985.419287017,2516985.419287016,0.0 
 04/12  17:40:00,2520496.5207814548,2520496.520781454,0.0 
 04/12  17:50:00,2523967.7987651305,2523967.7987651296,0.0 
 04/12  18:00:00,2527399.8805759015,2527399.8805759015,0.0 
 04/12  18:10:00,1421472.911062406,1421472.9110624057,0.0 
 04/12  18:20:00,1424906.6187013305,1424906.6187013302,0.0 
 04/12  18:30:00,1428275.3220226279,1428275.3220226279,0.0 
 04/12  18:40:00,1580532.642943433,1580532.6429434329,0.0 
 04/12  18:50:00,1582718.879526519,1582718.879526519,0.0 
 04/12  19:00:00,2153940.2986956986,2153940.2986956986,0.0 
 04/12  19:10:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  19:20:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  19:30:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  19:40:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  19:50:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  20:00:00,1837193.2765829366,1837193.2765829364,0.0 
 04/12  20:10:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  20:20:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  20:30:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  20:40:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  20:50:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  21:00:00,1987193.2765829366,1987193.276582936,0.0 
 04/12  21:10:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  21:20:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  21:30:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  21:40:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  21:50:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  22:00:00,1837120.9566710713,1837120.9566710713,0.0 
 04/12  22:10:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  22:20:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  22:30:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  22:40:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  22:50:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  23:00:00,1781586.1309636068,1781586.1309636068,0.0 
 04/12  23:10:00,2106847.2358090176,2106847.2358090176,0.0 
 04/12  23:20:00,2106847.2358090176,2106847.2358090176,0.0 
 04/12  23:30:00,2106847.2358090176,2106847.2358090176,0.0 
 04/12  23:40:00,2106847.2358090176,2106847.2358090176,0.0 
 04/12  23:50:00,2106847.2358090176,2106847.2358090176,0.0 
 04/12  24:00:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  00:10:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  00:20:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  00:30:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  00:40:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  00:50:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:00:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:10:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:20:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:30:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:40:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  01:50:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:00:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:10:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:20:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:30:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:40:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  02:50:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:00:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:10:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:20:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:30:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:40:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  03:50:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  04:00:00,2106847.2358090176,2106847.2358090176,0.0 
 04/13  04:10:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  04:20:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  04:30:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  04:40:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  04:50:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  05:00:00,2214190.2898090176,2214190.2898090176,0.0 
 04/13  05:10:00,3545104.6613002389,3545104.661300238,0.0 
 04/13  05:20:00,3545104.6613002389,3545104.661300238,0.0 
 04/13  05:30:00,3545104.6613002389,3545104.661300238,0.0 
 04/13  05:40:00,3545104.6613002389,3545104.661300238,0.0 
 04/13  05:50:00,3545104.6613002389,3545104.661300238,0.0 
 04/13  06:00:00,2975337.577313862,2975337.577313861,0.0 
 04/13  06:10:00,3320891.901782757,3320891.9017827569,0.0 
 04/13  06:20:00,3332260.22318209,3332260.2231820898,0.0 
 04/13  06:30:00,3387309.4019755546,3387309.401975554,0.0 
 04/13  06:40:00,3385219.284574939,3385219.284574939,0.0 
 04/13  06:50:00,3377166.800397576,3377166.800397576,0.0 
 04/13  07:00:00,3368346.841477748,3368346.841477748,0.0 
 04/13  07:10:00,4968600.498577796,4968600.498577794,0.0 
 04/13  07:20:00,4960973.84756137,4960973.847561369,0.0 
 04/13  07:30:00,4953606.698236287,4953606.698236286,0.0 
 04/13  07:40:00,4793213.306501195,4793213.306501194,0.0 
 04/13  07:50:00,4785059.562912537,4785059.562912537,0.0 
 04/13  08:00:00,4782601.05027869,4782601.050278691,0.0 
 04/13  08:10:00,4778598.600505463,4778598.600505464,0.0 
 04/13  08:20:00,4774403.094125256,4774403.094125255,0.0 
 04/13  08:30:00,4773492.502796324,4773492.502796324,0.0 
 04/13  08:40:00,4769686.286926908,4769686.286926909,0.0 
 04/13  08:50:00,4763415.771055216,4763415.771055216,0.0 
 04/13  09:00:00,4760803.541556612,4760803.541556613,0.0 
 04/13  09:10:00,4757518.466606217,4757518.4666062169,0.0 
 04/13  09:20:00,4755680.341189658,4755680.341189659,0.0 
 04/13  09:30:00,4754244.753560703,4754244.753560702,0.0 
 04/13  09:40:00,4751761.225960582,4751761.225960582,0.0 
 04/13  09:50:00,4749397.463731981,4749397.463731981,0.0 
 04/13  10:00:00,4748944.564802512,4748944.564802512,0.0 
 04/13  10:10:00,4748698.976325922,4748698.976325922,0.0 
 04/13  10:20:00,4748300.380393796,4748300.380393796,0.0 
 04/13  10:30:00,4747942.700287524,4747942.700287524,0.0 
 04/13  10:40:00,4748097.558056471,4748097.55805647,0.0 
 04/13  10:50:00,4748278.031237157,4748278.031237156,0.0 
 04/13  11:00:00,4748484.946214003,4748484.946214003,0.0 
 04/13  11:10:00,4484275.020665215,4484275.020665216,0.0 
 04/13  11:20:00,4484381.714045495,4484381.714045495,0.0 
 04/13  11:30:00,4484508.070034824,4484508.070034823,0.0 
 04/13  11:40:00,4484286.673263916,4484286.673263916,0.0 
 04/13  11:50:00,4484207.208886126,4484207.208886127,0.0 
 04/13  12:00:00,4484138.016886181,4484138.016886182,0.0 
 04/13  12:10:00,4748278.721391944,4748278.721391944,0.0 
 04/13  12:20:00,4748348.141780278,4748348.141780278,0.0 
 04/13  12:30:00,4748197.965552629,4748197.965552628,0.0 
 04/13  12:40:00,4748098.438765404,4748098.438765403,0.0 
 04/13  12:50:00,4748209.739733869,4748209.739733869,0.0 
 04/13  13:00:00,4748327.912981421,4748327.912981421,0.0 
 04/13  13:10:00,4748374.907927566,4748374.907927567,0.0 
 04/13  13:20:00,4748441.146317615,4748441.146317614,0.0 
 04/13  13:30:00,4748648.511604526,4748648.511604526,0.0 
 04/13  13:40:00,4748671.131434713,4748671.131434713,0.0 
 04/13  13:50:00,4748689.741904803,4748689.741904802,0.0 
 04/13  14:00:00,4749134.524140872,4749134.524140872,0.0 
 04/13  14:10:00,4748990.530607358,4748990.530607358,0.0 
 04/13  14:20:00,4748831.604234983,4748831.604234983,0.0 
 04/13  14:30:00,4748656.814374318,4748656.814374319,0.0 
 04/13  14:40:00,4748614.000734811,4748614.000734811,0.0 
 04/13  14:50:00,4748597.746731182,4748597.746731182,0.0 
 04/13  15:00:00,4748607.86916377,4748607.86916377,0.0 
 04/13  15:10:00,4748528.785498753,4748528.785498753,0.0 
 04/13  15:20:00,4748479.620030177,4748479.620030177,0.0 
 04/13  15:30:00,4748460.472305208,4748460.472305208,0.0 
 04/13  15:40:00,4748894.729063412,4748894.729063412,0.0 
 04/13  15:50:00,4750185.188576185,4750185.188576185,0.0 
 04/13  16:00:00,4752888.876226358,4752888.876226357,0.0 
 04/13  16:10:00,3336223.709162174,3336223.7091621726,0.0 
 04/13  16:20:00,3337934.5316388655,3337934.5316388655,0.0 
