Date/Time,Electricity:Facility [J](TimeStep),ElectricityNet:Facility [J](TimeStep),Gas:Facility [J](TimeStep) 
 12/21  00:10:00,1593655.8160927315,1593655.8160927315,5975153.861359676 
 12/21  00:20:00,2026673.4733502048,2026673.4733502046,7115301.71777417 
 12/21  00:30:00,2026673.4733502048,2026673.4733502046,5494774.010386572 
 12/21  00:40:00,868949.4,868949.4,0.0 
 12/21  00:50:00,1974501.5648479947,1974501.5648479944,6899731.032461471 
 12/21  01:00:00,2026673.4733502048,2026673.4733502046,3713490.4093562497 
 12/21  01:10:00,2026673.4733502048,2026673.4733502046,6927101.9766626 
 12/21  01:20:00,868949.4,868949.4,0.0 
 12/21  01:30:00,1974501.5648479947,1974501.5648479944,6986839.124196233 
 12/21  01:40:00,2026673.4733502048,2026673.4733502046,3772401.7757884056 
 12/21  01:50:00,2026673.4733502048,2026673.4733502046,6985654.974915657 
 12/21  02:00:00,868949.4,868949.4,0.0 
 12/21  02:10:00,1974501.5648479947,1974501.5648479944,7032899.71178604 
 12/21  02:20:00,2026673.4733502048,2026673.4733502046,3802496.2742351179 
 12/21  02:30:00,2026673.4733502048,2026673.4733502046,7016828.336413027 
 12/21  02:40:00,868949.4,868949.4,0.0 
 12/21  02:50:00,1974501.5648479947,1974501.5648479944,7056673.96886813 
 12/21  03:00:00,2026673.4733502048,2026673.4733502046,3818802.0548364978 
 12/21  03:10:00,2026673.4733502048,2026673.4733502046,7033721.724081658 
 12/21  03:20:00,868949.4,868949.4,0.0 
 12/21  03:30:00,1974501.5648479947,1974501.5648479944,7069111.217427635 
 12/21  03:40:00,2026673.4733502048,2026673.4733502046,3827964.743919324 
 12/21  03:50:00,2026673.4733502048,2026673.4733502046,7043082.583712066 
 12/21  04:00:00,868949.4,868949.4,0.0 
 12/21  04:10:00,1974501.5648479947,1974501.5648479944,7075693.67595202 
 12/21  04:20:00,2026673.4733502048,2026673.4733502046,3833378.6028984675 
 12/21  04:30:00,2026673.4733502048,2026673.4733502046,7048421.517375935 
 12/21  04:40:00,868949.4,868949.4,0.0 
 12/21  04:50:00,1974501.5648479947,1974501.5648479944,7079204.60846081 
 12/21  05:00:00,2026673.4733502048,2026673.4733502046,3836783.290741093 
 12/21  05:10:00,2026673.4733502048,2026673.4733502046,7051567.252317937 
 12/21  05:20:00,868949.4,868949.4,0.0 
 12/21  05:30:00,1974501.5648479947,1974501.5648479944,7081070.477263966 
 12/21  05:40:00,2026673.4733502048,2026673.4733502046,3839074.2979368895 
 12/21  05:50:00,2026673.4733502048,2026673.4733502046,7053474.963962661 
 12/21  06:00:00,868949.4,868949.4,0.0 
 12/21  06:10:00,2160118.1648479949,2160118.164847994,7082027.794031985 
 12/21  06:20:00,2212290.073350205,2212290.0733502048,3840715.863527198 
 12/21  06:30:00,2212290.073350205,2212290.0733502048,7054646.741869478 
 12/21  06:40:00,1054566.0,1054566.0,0.0 
 12/21  06:50:00,2160118.1648479949,2160118.164847994,7082459.915035929 
 12/21  07:00:00,2212290.073350205,2212290.0733502048,3841951.6842248935 
 12/21  07:10:00,2212290.0733605849,2212290.073360584,6523484.40615298 
 12/21  07:20:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  07:30:00,2160118.1648583745,2160118.1648583745,6160399.959353351 
 12/21  07:40:00,2212290.0733605849,2212290.073360584,3358837.81054297 
 12/21  07:50:00,2212290.0733605849,2212290.073360584,6549305.401458556 
 12/21  08:00:00,492600.0000103795,492600.00001037956,0.0 
 12/21  08:10:00,1598152.164858374,1598152.1648583743,6147972.588871852 
 12/21  08:20:00,1650324.0733605845,1650324.0733605843,3360100.698863922 
 12/21  08:30:00,1650324.0733605845,1650324.0733605843,6550625.706672633 
 12/21  08:40:00,492600.0000103795,492600.00001037956,0.0 
 12/21  08:50:00,1598152.164858374,1598152.1648583743,6149607.316286238 
 12/21  09:00:00,1650324.0733605845,1650324.0733605843,3352898.397081713 
 12/21  09:10:00,1650324.0733605845,1650324.0733605843,6549404.631213586 
 12/21  09:20:00,492600.0000103795,492600.00001037956,0.0 
 12/21  09:30:00,1598152.164858374,1598152.1648583743,6149979.613725521 
 12/21  09:40:00,1650324.0733605845,1650324.0733605843,3352953.0923755767 
 12/21  09:50:00,1650324.0733605845,1650324.0733605843,6552003.677863592 
 12/21  10:00:00,492600.0000103795,492600.00001037956,0.0 
 12/21  10:10:00,1598152.164858374,1598152.1648583743,6149718.695872139 
 12/21  10:20:00,1650324.0733605845,1650324.0733605843,3352571.2860977195 
 12/21  10:30:00,1650324.0733605845,1650324.0733605843,6552459.486406847 
 12/21  10:40:00,492600.0000103795,492600.00001037956,0.0 
 12/21  10:50:00,1598152.164858374,1598152.1648583743,6150088.024063765 
 12/21  11:00:00,1650324.0733605845,1650324.0733605843,3352584.4019258 
 12/21  11:10:00,1650324.0733605845,1650324.0733605843,6553261.878480456 
 12/21  11:20:00,492600.0000103795,492600.00001037956,0.0 
 12/21  11:30:00,1598152.164858374,1598152.1648583743,6155417.451775253 
 12/21  11:40:00,1650324.0733605845,1650324.0733605843,3355639.0311390759 
 12/21  11:50:00,1650324.0733605845,1650324.0733605843,6560907.447309428 
 12/21  12:00:00,492600.0000103795,492600.00001037956,0.0 
 12/21  12:10:00,1598152.164858374,1598152.1648583743,6156939.549537296 
 12/21  12:20:00,1650324.0733605845,1650324.0733605843,3361591.6091949779 
 12/21  12:30:00,1650324.0733605845,1650324.0733605843,6568160.41875192 
 12/21  12:40:00,492600.0000103795,492600.00001037956,0.0 
 12/21  12:50:00,1598152.164858374,1598152.1648583743,6163143.745133993 
 12/21  13:00:00,1650324.0733605845,1650324.0733605843,3359884.733283169 
 12/21  13:10:00,1650324.0733605845,1650324.0733605843,6571524.339809059 
 12/21  13:20:00,492600.0000103795,492600.00001037956,0.0 
 12/21  13:30:00,1598152.164858374,1598152.1648583743,6162840.134427581 
 12/21  13:40:00,1650324.0733605845,1650324.0733605843,3359430.1633247828 
 12/21  13:50:00,1650324.0733605845,1650324.0733605843,6570656.745430208 
 12/21  14:00:00,492600.0000103795,492600.00001037956,0.0 
 12/21  14:10:00,1598152.164858374,1598152.1648583743,6164246.32236281 
 12/21  14:20:00,1650324.0733605845,1650324.0733605843,3349569.916743807 
 12/21  14:30:00,1650324.0733605845,1650324.0733605843,6561788.151104413 
 12/21  14:40:00,492600.0000103795,492600.00001037956,0.0 
 12/21  14:50:00,1598152.164858374,1598152.1648583743,6156194.924659173 
 12/21  15:00:00,1650324.0733605845,1650324.0733605843,3355026.105082008 
 12/21  15:10:00,1650324.0733605845,1650324.0733605843,6560493.870166461 
 12/21  15:20:00,492600.0000103795,492600.00001037956,0.0 
 12/21  15:30:00,1598152.164858374,1598152.1648583743,6156374.8600524519 
 12/21  15:40:00,1650324.0733605845,1650324.0733605843,3355086.332028788 
 12/21  15:50:00,1650324.0733605845,1650324.0733605843,6560727.439703747 
 12/21  16:00:00,492600.0000103795,492600.00001037956,0.0 
 12/21  16:10:00,1598152.164858374,1598152.1648583743,6156679.296510093 
 12/21  16:20:00,1650324.0733605845,1650324.0733605843,3360468.8339544928 
 12/21  16:30:00,1650324.0733605845,1650324.0733605843,6566399.474656566 
 12/21  16:40:00,492600.0000103795,492600.00001037956,0.0 
 12/21  16:50:00,1598152.164858374,1598152.1648583743,6161707.170565295 
 12/21  17:00:00,2212290.0733605849,2212290.073360584,3358191.615685391 
 12/21  17:10:00,2212290.0733605849,2212290.073360584,6568252.0457130069 
 12/21  17:20:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  17:30:00,2160118.1648583745,2160118.1648583745,6153425.922873937 
 12/21  17:40:00,2212290.0733605849,2212290.073360584,3353036.8976012344 
 12/21  17:50:00,2212290.0733605849,2212290.073360584,6556129.050637452 
 12/21  18:00:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  18:10:00,2160118.1648583745,2160118.1648583745,6666842.934105794 
 12/21  18:20:00,2212290.0733605849,2212290.073360584,3932038.4003327798 
 12/21  18:30:00,2212290.0733605849,2212290.073360584,7063854.59774531 
 12/21  18:40:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  18:50:00,2160118.1648583745,2160118.1648583745,7083336.927725781 
 12/21  19:00:00,2212290.0733605849,2212290.073360584,3841058.7488819735 
 12/21  19:10:00,2212290.0733605849,2212290.073360584,7071669.922471057 
 12/21  19:20:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  19:30:00,2160118.1648583745,2160118.1648583745,7090798.739775327 
 12/21  19:40:00,2212290.0733605849,2212290.073360584,3846286.2819387095 
 12/21  19:50:00,2212290.0733605849,2212290.073360584,7073106.8913987 
 12/21  20:00:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  20:10:00,2160118.1648583745,2160118.1648583745,7096630.552351119 
 12/21  20:20:00,2212290.0733605849,2212290.073360584,3853293.279818095 
 12/21  20:30:00,2212290.0733605849,2212290.073360584,7079897.459697947 
 12/21  20:40:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  20:50:00,2160118.1648583745,2160118.1648583745,7101995.556019447 
 12/21  21:00:00,2212290.0733605849,2212290.073360584,3854688.601376771 
 12/21  21:10:00,2212290.0733605849,2212290.073360584,7082962.8381762369 
 12/21  21:20:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  21:30:00,2160118.1648583745,2160118.1648583745,7099100.695205572 
 12/21  21:40:00,2212290.0733605849,2212290.073360584,3853647.971077659 
 12/21  21:50:00,2212290.0733605849,2212290.073360584,7078024.22004255 
 12/21  22:00:00,1054566.0000103797,1054566.0000103797,0.0 
 12/21  22:10:00,2160118.1648479949,2160118.164847994,7099418.740643249 
 12/21  22:20:00,2212290.073350205,2212290.0733502048,3851892.5654901538 
 12/21  22:30:00,2212290.073350205,2212290.0733502048,7075625.207793405 
 12/21  22:40:00,1054566.0,1054566.0,0.0 
 12/21  22:50:00,2160118.1648479949,2160118.164847994,7096896.178490372 
 12/21  23:00:00,2212290.073350205,2212290.0733502048,3853643.7854073627 
 12/21  23:10:00,2212290.073350205,2212290.0733502048,7074809.138240909 
 12/21  23:20:00,1054566.0,1054566.0,0.0 
 12/21  23:30:00,2160118.1648479949,2160118.164847994,7096275.716656666 
 12/21  23:40:00,2212290.073350205,2212290.0733502048,3853863.407430793 
 12/21  23:50:00,2212290.073350205,2212290.0733502048,7074168.547282057 
 12/21  24:00:00,1054566.0,1054566.0,0.0 
 07/21  00:10:00,7259386.217358583,7259386.217358583,0.0 
 07/21  00:20:00,7744306.931003464,7744306.931003466,0.0 
 07/21  00:30:00,7194514.332051452,7194514.332051453,0.0 
 07/21  00:40:00,5505347.514811028,5505347.514811028,0.0 
 07/21  00:50:00,7832604.399633582,7832604.399633582,0.0 
 07/21  01:00:00,6693249.343901553,6693249.343901553,0.0 
 07/21  01:10:00,7593310.42616015,7593310.42616015,0.0 
 07/21  01:20:00,5505347.514811028,5505347.514811028,0.0 
 07/21  01:30:00,7792064.494863729,7792064.494863728,0.0 
 07/21  01:40:00,6660931.066880467,6660931.066880468,0.0 
 07/21  01:50:00,7548437.740437612,7548437.740437613,0.0 
 07/21  02:00:00,5505347.514811028,5505347.514811028,0.0 
 07/21  02:10:00,7756095.102936435,7756095.102936434,0.0 
 07/21  02:20:00,6629837.48663553,6629837.486635532,0.0 
 07/21  02:30:00,7508149.11625922,7508149.11625922,0.0 
 07/21  02:40:00,5505347.514811028,5505347.514811028,0.0 
 07/21  02:50:00,7728767.815982497,7728767.815982495,0.0 
 07/21  03:00:00,6604223.267872478,6604223.267872478,0.0 
 07/21  03:10:00,7476573.013868711,7476573.01386871,0.0 
 07/21  03:20:00,5505347.514811028,5505347.514811028,0.0 
 07/21  03:30:00,7705241.56134152,7705241.561341519,0.0 
 07/21  03:40:00,6580922.018269591,6580922.018269591,0.0 
 07/21  03:50:00,7446976.093580025,7446976.093580025,0.0 
 07/21  04:00:00,5505347.514811028,5505347.514811028,0.0 
 07/21  04:10:00,7683161.562820433,7683161.562820431,0.0 
 07/21  04:20:00,6560213.4354193699,6560213.435419368,0.0 
 07/21  04:30:00,7420721.675183731,7420721.675183729,0.0 
 07/21  04:40:00,5505347.514811028,5505347.514811028,0.0 
 07/21  04:50:00,7664421.8113329079,7664421.811332907,0.0 
 07/21  05:00:00,6541913.460882018,6541913.460882018,0.0 
 07/21  05:10:00,7398849.353404256,7398849.353404255,0.0 
 07/21  05:20:00,5119268.513555179,5119268.513555178,0.0 
 07/21  05:30:00,7279714.559423854,7279714.559423855,0.0 
 07/21  05:40:00,6152161.72258326,6152161.72258326,0.0 
 07/21  05:50:00,6974387.96157742,6974387.961577418,0.0 
 07/21  06:00:00,4888071.162202234,4888071.162202234,0.0 
 07/21  06:10:00,7935385.701167761,7935385.701167762,0.0 
 07/21  06:20:00,7616513.841505887,7616513.841505887,0.0 
 07/21  06:30:00,7683216.186996625,7683216.186996624,0.0 
 07/21  06:40:00,7678669.656631648,7678669.656631646,0.0 
 07/21  06:50:00,7684776.606699769,7684776.606699768,0.0 
 07/21  07:00:00,7693815.447387983,7693815.447387981,0.0 
 07/21  07:10:00,7628252.315395311,7628252.31539531,0.0 
 07/21  07:20:00,7657969.359293179,7657969.359293179,0.0 
 07/21  07:30:00,7690196.693611308,7690196.693611307,0.0 
 07/21  07:40:00,7721080.658443969,7721080.658443967,0.0 
 07/21  07:50:00,7753262.246120164,7753262.246120163,0.0 
 07/21  08:00:00,7787856.603316012,7787856.603316013,0.0 
 07/21  08:10:00,7827370.114445491,7827370.114445491,0.0 
 07/21  08:20:00,7869205.772781946,7869205.772781946,0.0 
 07/21  08:30:00,7914199.389632665,7914199.389632664,0.0 
 07/21  08:40:00,7960502.014327318,7960502.0143273179,0.0 
 07/21  08:50:00,8007583.588528089,8007583.588528089,0.0 
 07/21  09:00:00,8060655.852874599,8060655.8528745989,0.0 
 07/21  09:10:00,8105184.114717402,8105184.114717401,0.0 
 07/21  09:20:00,8149682.592668227,8149682.592668226,0.0 
 07/21  09:30:00,8193346.812179315,8193346.812179314,0.0 
 07/21  09:40:00,8234384.065281846,8234384.065281847,0.0 
 07/21  09:50:00,8274562.03439672,8274562.034396721,0.0 
 07/21  10:00:00,8315529.177142083,8315529.177142083,0.0 
 07/21  10:10:00,8350810.498137852,8350810.498137852,0.0 
 07/21  10:20:00,8388923.92427128,8388923.924271279,0.0 
 07/21  10:30:00,8427505.396473676,8427505.396473678,0.0 
 07/21  10:40:00,8464661.584791081,8464661.584791081,0.0 
 07/21  10:50:00,8503182.631257983,8503182.631257981,0.0 
 07/21  11:00:00,8542453.442626993,8542453.44262699,0.0 
 07/21  11:10:00,8570910.85879232,8570910.85879232,0.0 
 07/21  11:20:00,8598209.520230517,8598209.520230517,0.0 
 07/21  11:30:00,8625224.219103035,8625224.219103035,0.0 
 07/21  11:40:00,8661200.612847398,8661200.612847398,0.0 
 07/21  11:50:00,8699594.786280372,8699594.786280374,0.0 
 07/21  12:00:00,8738198.105352445,8738198.105352447,0.0 
 07/21  12:10:00,8771490.004715613,8771490.004715614,0.0 
 07/21  12:20:00,8803088.045956787,8803088.045956787,0.0 
 07/21  12:30:00,8835323.117123735,8835323.117123735,0.0 
 07/21  12:40:00,8868136.452533663,8868136.452533665,0.0 
 07/21  12:50:00,8900355.555134274,8900355.555134274,0.0 
 07/21  13:00:00,8931776.122847662,8931776.122847662,0.0 
 07/21  13:10:00,8954768.239511747,8954768.239511747,0.0 
 07/21  13:20:00,8975611.162783973,8975611.162783971,0.0 
 07/21  13:30:00,8995902.298945902,8995902.2989459,0.0 
 07/21  13:40:00,9017134.499575088,9017134.49957509,0.0 
 07/21  13:50:00,9044807.600504725,9044807.600504727,0.0 
 07/21  14:00:00,9074750.832289095,9074750.832289096,0.0 
 07/21  14:10:00,9091741.500172029,9091741.500172027,0.0 
 07/21  14:20:00,9109823.412231198,9109823.412231202,0.0 
 07/21  14:30:00,9126035.718803173,9126035.718803173,0.0 
 07/21  14:40:00,9141476.960992879,9141476.960992879,0.0 
 07/21  14:50:00,9157756.454668085,9157756.454668086,0.0 
 07/21  15:00:00,9173295.176046506,9173295.176046508,0.0 
 07/21  15:10:00,9174884.835891378,9174884.835891378,0.0 
 07/21  15:20:00,9176103.181078854,9176103.181078854,0.0 
 07/21  15:30:00,9176260.98242245,9176260.98242245,0.0 
 07/21  15:40:00,9175724.570682042,9175724.570682044,0.0 
 07/21  15:50:00,9171501.451007044,9171501.451007044,0.0 
 07/21  16:00:00,9164661.58140208,9164661.581402082,0.0 
 07/21  16:10:00,9150216.939443697,9150216.939443699,0.0 
 07/21  16:20:00,9127949.29731695,9127949.29731695,0.0 
 07/21  16:30:00,9110965.14736969,9110965.147369694,0.0 
 07/21  16:40:00,9092643.22134867,9092643.22134867,0.0 
 07/21  16:50:00,9072582.745763379,9072582.745763379,0.0 
 07/21  17:00:00,9050549.775894329,9050549.775894329,0.0 
 07/21  17:10:00,9021447.879247867,9021447.879247867,0.0 
 07/21  17:20:00,8990628.74474605,8990628.74474605,0.0 
 07/21  17:30:00,8955640.011845388,8955640.011845388,0.0 
 07/21  17:40:00,8919556.227382163,8919556.227382163,0.0 
 07/21  17:50:00,8885407.873744317,8885407.873744319,0.0 
 07/21  18:00:00,8855641.215086045,8855641.215086045,0.0 
 07/21  18:10:00,8815652.64244876,8815652.64244876,0.0 
 07/21  18:20:00,8774551.551140378,8774551.551140378,0.0 
 07/21  18:30:00,8731642.674169412,8731642.674169414,0.0 
 07/21  18:40:00,8687247.273227737,8687247.273227739,0.0 
 07/21  18:50:00,8637869.79274887,8637869.792748873,0.0 
 07/21  19:00:00,8586705.323681096,8586705.323681098,0.0 
 07/21  19:10:00,7643357.100383583,7643357.100383582,0.0 
 07/21  19:20:00,8123435.047820479,8123435.047820479,0.0 
 07/21  19:30:00,7970631.422336552,7970631.422336551,0.0 
 07/21  19:40:00,5108256.646129385,5108256.646129385,0.0 
 07/21  19:50:00,8685555.316924857,8685555.316924859,0.0 
 07/21  20:00:00,8636857.532580411,8636857.532580411,0.0 
 07/21  20:10:00,8394560.805680477,8394560.805680475,0.0 
 07/21  20:20:00,5690964.114821407,5690964.114821406,0.0 
 07/21  20:30:00,8583749.819975581,8583749.819975583,0.0 
 07/21  20:40:00,8498456.817725836,8498456.817725838,0.0 
 07/21  20:50:00,8233576.668201241,8233576.66820124,0.0 
 07/21  21:00:00,5690964.114821407,5690964.114821405,0.0 
 07/21  21:10:00,8465705.228310997,8465705.228310997,0.0 
 07/21  21:20:00,8363649.888168852,8363649.888168851,0.0 
 07/21  21:30:00,8216391.908997597,8216391.908997595,0.0 
 07/21  21:40:00,5690964.114821407,5690964.114821405,0.0 
 07/21  21:50:00,8370134.8535219789,8370134.8535219789,0.0 
 07/21  22:00:00,7953717.754772703,7953717.754772704,0.0 
 07/21  22:10:00,8119222.2928880029,8119222.292888004,0.0 
 07/21  22:20:00,5690964.114811027,5690964.114811027,0.0 
 07/21  22:30:00,8296192.511351056,8296192.511351056,0.0 
 07/21  22:40:00,7856248.59538521,7856248.595385209,0.0 
 07/21  22:50:00,8021438.195405176,8021438.195405175,0.0 
 07/21  23:00:00,5690964.114811027,5690964.114811027,0.0 
 07/21  23:10:00,8230845.838740264,8230845.838740263,0.0 
 07/21  23:20:00,7065427.0212996159,7065427.0212996159,0.0 
 07/21  23:30:00,7945765.078862171,7945765.078862173,0.0 
 07/21  23:40:00,5690964.114811027,5690964.1148110269,0.0 
 07/21  23:50:00,8460894.819915463,8460894.819915465,0.0 
 07/21  24:00:00,8039744.190638553,8039744.190638551,0.0 
 01/01  00:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  00:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  00:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  00:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  00:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  01:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  02:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  03:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  04:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:10:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:20:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:30:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:40:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  05:50:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  06:00:00,1696796.3026535917,1696796.3026535917,0.0 
 01/01  06:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  06:20:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  06:30:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  06:40:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  06:50:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:00:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:20:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:30:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:40:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  07:50:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  08:00:00,1300513.3896495542,1300513.3896495542,0.0 
 01/01  08:10:00,1290965.5503961612,1290965.5503961612,0.0 
 01/01  08:20:00,1279082.679241368,1279082.6792413679,0.0 
 01/01  08:30:00,1277442.6722922233,1277442.6722922233,0.0 
 01/01  08:40:00,1277118.4900028043,1277118.490002804,0.0 
 01/01  08:50:00,1276783.1743311475,1276783.1743311473,0.0 
 01/01  09:00:00,1276393.700744859,1276393.700744859,0.0 
 01/01  09:10:00,1275932.765796907,1275932.7657969068,0.0 
 01/01  09:20:00,1275614.6031420548,1275614.6031420548,0.0 
 01/01  09:30:00,1275625.376754218,1275625.376754218,0.0 
 01/01  09:40:00,1273353.4987539503,1273353.49875395,0.0 
 01/01  09:50:00,1271584.2024350235,1271584.2024350235,0.0 
 01/01  10:00:00,1270066.6384326043,1270066.6384326043,0.0 
 01/01  10:10:00,1268371.7581946797,1268371.7581946797,0.0 
 01/01  10:20:00,1266638.2217380673,1266638.221738067,0.0 
 01/01  10:30:00,1266011.8736832652,1266011.873683265,0.0 
 01/01  10:40:00,1265165.4723303645,1265165.4723303645,0.0 
 01/01  10:50:00,1115566.4659769736,1115566.4659769736,0.0 
 01/01  11:00:00,1115846.3284446873,1115846.3284446873,0.0 
 01/01  11:10:00,1115809.8071200473,1115809.8071200473,0.0 
 01/01  11:20:00,1115811.1334841217,1115811.1334841217,0.0 
 01/01  11:30:00,1115851.114011119,1115851.114011119,0.0 
 01/01  11:40:00,1115313.7421903387,1115313.7421903387,0.0 
 01/01  11:50:00,1114785.6057418287,1114785.6057418287,0.0 
 01/01  12:00:00,1114326.6904440285,1114326.6904440285,0.0 
 01/01  12:10:00,1114862.7333412509,1114862.7333412509,0.0 
 01/01  12:20:00,1114672.9749323982,1114672.974932398,0.0 
 01/01  12:30:00,1114503.627746318,1114503.6277463178,0.0 
 01/01  12:40:00,1115436.411514419,1115436.411514419,0.0 
 01/01  12:50:00,1115199.0462695338,1115199.0462695338,0.0 
 01/01  13:00:00,1115439.474962878,1115439.474962878,0.0 
 01/01  13:10:00,1265078.6035153464,1265078.603515346,0.0 
 01/01  13:20:00,1265497.3765564312,1265497.3765564312,0.0 
 01/01  13:30:00,1264702.3215088458,1264702.3215088456,0.0 
 01/01  13:40:00,1265681.5101895983,1265681.5101895983,0.0 
 01/01  13:50:00,1266660.8393396256,1266660.8393396256,0.0 
 01/01  14:00:00,1267640.2035289647,1267640.2035289647,0.0 
 01/01  14:10:00,1268679.5615070598,1268679.5615070598,0.0 
 01/01  14:20:00,1269895.1706930064,1269895.1706930064,0.0 
 01/01  14:30:00,1271122.5892005172,1271122.589200517,0.0 
 01/01  14:40:00,1275355.0520513978,1275355.0520513978,0.0 
 01/01  14:50:00,1279797.8817391569,1279797.8817391569,0.0 
 01/01  15:00:00,1284230.4585995395,1284230.4585995395,0.0 
 01/01  15:10:00,1288843.0078467222,1288843.007846722,0.0 
 01/01  15:20:00,1293358.3684117033,1293358.368411703,0.0 
 01/01  15:30:00,1297773.9226273359,1297773.9226273357,0.0 
 01/01  15:40:00,1300341.3130444198,1300341.3130444196,0.0 
 01/01  15:50:00,1302871.5208169034,1302871.5208169034,0.0 
 01/01  16:00:00,1305365.9791041753,1305365.9791041753,0.0 
 01/01  16:10:00,1307886.9707295725,1307886.9707295725,0.0 
 01/01  16:20:00,1310346.7699341132,1310346.7699341132,0.0 
 01/01  16:30:00,1312748.395695271,1312748.395695271,0.0 
 01/01  16:40:00,1313979.583187942,1313979.583187942,0.0 
 01/01  16:50:00,1315188.679706629,1315188.679706629,0.0 
 01/01  17:00:00,1316379.2173885487,1316379.2173885487,0.0 
 01/01  17:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  17:20:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  17:30:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  17:40:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  17:50:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:00:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:20:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:30:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:40:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  18:50:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:00:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:20:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:30:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:40:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  19:50:00,1732412.9026535915,1732412.9026535915,0.0 
 01/01  20:00:00,1732412.9026535915,1732412.9026535915,0.0 
 01/01  20:10:00,1882412.9026535915,1882412.9026535913,0.0 
 01/01  20:20:00,1882412.9026535915,1882412.9026535913,0.0 
